全表适应度排名,来源文件,文件修改时间,文件内序号,实例,算法,运行类别,运行条件备注,原始备注,预算G,预算T_MAX,预算说明,run_seed,迭代次数,适应度值,运行时间_秒,运行时间_分钟,最快最佳结果时间_秒,最快最佳结果时间_分钟,宽高比是否满足,gbest更新次数,开始时间,最快时间,结束时间,读取编码
81,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,58,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_learned_5000g_unified_diversity_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3754597.439694665,1723.576014,28.7262669,206.739506,3.4456584333333335,True,208,2026-04-29 13:54:26.401664,2026-04-29 13:57:53.141170,2026-04-29 14:23:09.977678,utf-8-sig
64,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,59,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_action14_exact_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3744709.519332731,3001.326699,50.02211165000001,2148.905952,35.8150992,True,227,2026-04-29 16:16:09.540130,2026-04-29 16:51:58.446082,2026-04-29 17:06:10.866829,utf-8-sig
37,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,60,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_action14_exact_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3725792.946538762,1610.981552,26.849692533333332,243.697032,4.0616172,True,201,2026-04-29 17:06:11.144843,2026-04-29 17:10:14.841875,2026-04-29 17:33:02.126395,utf-8-sig
94,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,61,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_action14_exact_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3772613.928181437,1773.718203,29.56197005,1709.764785,28.49607975,True,196,2026-04-29 17:33:02.223397,2026-04-29 18:01:31.988182,2026-04-29 18:02:35.941600,utf-8-sig
99,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,62,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=20，G/T未显式记录,,20,3895737.0132024423,67.404269,1.1234044833333334,53.438009,0.8906334833333334,True,148,2026-04-29 19:09:58.961622,2026-04-29 19:10:52.399631,2026-04-29 19:11:06.365891,utf-8-sig
85,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,63,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_action14_exact_fullscan_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3762090.1684348476,6087.82527,101.46375450000001,1017.621728,16.960362133333334,True,220,2026-04-29 19:12:10.305820,2026-04-29 19:29:07.927548,2026-04-29 20:53:38.131090,utf-8-sig
87,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,64,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_action14_exact_fullscan_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3762672.1145587536,2219.010805,36.98351341666667,1867.917613,31.131960216666666,True,195,2026-04-29 20:53:38.361091,2026-04-29 21:24:46.278704,2026-04-29 21:30:37.371896,utf-8-sig
29,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,65,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_action14_exact_fullscan_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3723107.4071087018,6605.689036,110.09481726666667,3001.424593,50.02374321666667,True,258,2026-04-29 21:30:37.554021,2026-04-29 22:20:38.978614,2026-04-29 23:20:43.243057,utf-8-sig
100,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,66,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=20，G/T未显式记录,,20,3895737.0132024423,93.988319,1.5664719833333334,72.642,1.2106999999999999,True,148,2026-04-29 23:56:22.126937,2026-04-29 23:57:34.768937,2026-04-29 23:57:56.115256,utf-8-sig
101,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,67,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ELP+DQN(main:0/1/2/3/9/10/11/14/15; elite:10/11/14/0; heavy_two_stage:9/10/11/14/15; state:restructured_facility+search_context; reward:train=0.8immediate+0.2final; dqn:1200warmup+128hidden; tracked=immediate+final),,,总迭代=5，G/T未显式记录,,5,4011987.57663671,20.880332,0.34800553333333334,19.767644,0.32946073333333337,True,106,2026-04-29 23:58:33.668682,2026-04-29 23:58:53.436326,2026-04-29 23:58:54.549014,utf-8-sig
38,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,68,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_action14_exact_reorder_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3726754.116008865,4795.592986,79.92654976666667,2260.182151,37.66970251666667,True,257,2026-04-30 00:01:45.263510,2026-04-30 00:39:25.445661,2026-04-30 01:21:40.856496,utf-8-sig
84,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,69,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_action14_exact_reorder_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3760781.79516563,1969.862948,32.83104913333333,118.322514,1.9720419,True,177,2026-04-30 01:21:41.038978,2026-04-30 01:23:39.361492,2026-04-30 01:54:30.901926,utf-8-sig
69,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,70,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_action14_exact_reorder_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3747415.315794865,2519.636743,41.993945716666666,1684.355893,28.072598216666666,True,249,2026-04-30 01:54:30.978346,2026-04-30 02:22:35.334239,2026-04-30 02:36:30.615089,utf-8-sig
30,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,71,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_action14_probe_only_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3723351.2609470217,11253.677252,187.5612875333333,7331.248113,122.18746854999999,True,248,2026-04-30 14:48:41.159748,2026-04-30 16:50:52.407861,2026-04-30 17:56:14.837,utf-8-sig
93,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,72,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_action14_probe_only_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3769686.2342305016,2778.092305,46.301538416666666,440.221607,7.337026783333333,True,199,2026-04-30 17:56:15.084556,2026-04-30 18:03:35.306163,2026-04-30 18:42:33.176861,utf-8-sig
95,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,73,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_action14_probe_only_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3778505.1735012266,3064.118567,51.06864278333333,312.343379,5.205722983333334,True,233,2026-04-30 18:42:33.272529,2026-04-30 18:47:45.615908,2026-04-30 19:33:37.391096,utf-8-sig
28,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,74,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_action14_postls_rerank_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3721308.205346036,3578.321788,59.63869646666667,3567.507085,59.45845141666667,True,244,2026-04-30 19:33:50.031328,2026-04-30 20:33:17.538413,2026-04-30 20:33:28.353116,utf-8-sig
57,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,75,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_action14_postls_rerank_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3740779.8631057288,7114.182948,118.5697158,174.162682,2.9027113666666664,True,111,2026-04-30 20:33:28.904940,2026-04-30 20:36:23.067622,2026-04-30 22:32:03.087888,utf-8-sig
59,Du62-ELP_RL_Standard_default_runtime.csv,2026-05-10 22:07:28,76,Du62,ELP_RL_Standard_default_runtime,历史变体,ELP_RL_Standard default_runtime历史记录；未使用Standard4.6新动作集。,ab_action14_postls_rerank_g100_t100_s3,100,100,"G=100, T_MAX=100",,10000,3741805.2160045886,3740.191512,62.3365252,682.819961,11.380332683333334,True,215,2026-04-30 22:32:03.248888,2026-04-30 22:43:26.068849,2026-04-30 23:34:23.440400,utf-8-sig
41,Du62-ELP_RL_Standard_standard46_actions8_cap6_noA6feasible_G80_T80_5seed.csv,2026-05-11 18:12:07,1,Du62,ELP_RL_Standard_standard46_actions8_cap6_noA6feasible_G80_T80_5seed,Standard4.6对照,Standard4.6；8个新动作；候选cap=6；action6仅不可行阶段；预算控制器前版本；Du62；G80/T80；5固定seed。,Standard4.6-actions8-cap6-remove-A6-from-feasible-G80-T80-5seed,80,80,"G=80, T_MAX=80",20260510,6400,3728225.437854669,1750.61701,29.176950166666664,1232.983022,20.54971703333333,True,255,2026-05-11 15:56:07.355763,2026-05-11 16:16:40.338785,2026-05-11 16:25:17.972773,utf-8-sig
62,Du62-ELP_RL_Standard_standard46_actions8_cap6_noA6feasible_G80_T80_5seed.csv,2026-05-11 18:12:07,2,Du62,ELP_RL_Standard_standard46_actions8_cap6_noA6feasible_G80_T80_5seed,Standard4.6对照,Standard4.6；8个新动作；候选cap=6；action6仅不可行阶段；预算控制器前版本；Du62；G80/T80；5固定seed。,Standard4.6-actions8-cap6-remove-A6-from-feasible-G80-T80-5seed,80,80,"G=80, T_MAX=80",20260511,6400,3743137.5301442062,1984.287007,33.07145011666667,536.18762,8.936460333333335,True,255,2026-05-11 16:25:18.044775,2026-05-11 16:34:14.232395,2026-05-11 16:58:22.331782,utf-8-sig
36,Du62-ELP_RL_Standard_standard46_actions8_cap6_noA6feasible_G80_T80_5seed.csv,2026-05-11 18:12:07,3,Du62,ELP_RL_Standard_standard46_actions8_cap6_noA6feasible_G80_T80_5seed,Standard4.6对照,Standard4.6；8个新动作；候选cap=6；action6仅不可行阶段；预算控制器前版本；Du62；G80/T80；5固定seed。,Standard4.6-actions8-cap6-remove-A6-from-feasible-G80-T80-5seed,80,80,"G=80, T_MAX=80",20260512,6400,3724670.2540445137,1688.755311,28.145921849999997,540.679746,9.011329100000001,True,229,2026-05-11 16:58:22.395357,2026-05-11 17:07:23.075103,2026-05-11 17:26:31.150668,utf-8-sig
46,Du62-ELP_RL_Standard_standard46_actions8_cap6_noA6feasible_G80_T80_5seed.csv,2026-05-11 18:12:07,4,Du62,ELP_RL_Standard_standard46_actions8_cap6_noA6feasible_G80_T80_5seed,Standard4.6对照,Standard4.6；8个新动作；候选cap=6；action6仅不可行阶段；预算控制器前版本；Du62；G80/T80；5固定seed。,Standard4.6-actions8-cap6-remove-A6-from-feasible-G80-T80-5seed,80,80,"G=80, T_MAX=80",20260513,6400,3731810.603266867,1739.537031,28.99228385,17.636856,0.29394760000000003,True,280,2026-05-11 17:26:31.203260,2026-05-11 17:26:48.840116,2026-05-11 17:55:30.740291,utf-8-sig
74,Du62-ELP_RL_Standard_standard46_actions8_cap6_noA6feasible_G80_T80_5seed.csv,2026-05-11 18:12:07,5,Du62,ELP_RL_Standard_standard46_actions8_cap6_noA6feasible_G80_T80_5seed,Standard4.6对照,Standard4.6；8个新动作；候选cap=6；action6仅不可行阶段；预算控制器前版本；Du62；G80/T80；5固定seed。,Standard4.6-actions8-cap6-remove-A6-from-feasible-G80-T80-5seed,80,80,"G=80, T_MAX=80",20260514,6400,3748745.2835008,996.563316,16.6093886,29.741873,0.4956978833333333,True,222,2026-05-11 17:55:30.803900,2026-05-11 17:56:00.545773,2026-05-11 18:12:07.367216,utf-8-sig
49,Du62-ELP_RL_Standard_standard46_budget_controller_G80_T80_5seed.csv,2026-05-11 22:36:02,1,Du62,ELP_RL_Standard_standard46_budget_controller_G80_T80_5seed,Standard4.6对照,Standard4.6；预算控制器+评价成本惩罚+扩展状态；action4/5 guarded前版本；Du62；G80/T80；5固定seed。,Standard4.6-budget-controller-light-actions-eval-penalty-state732-G80-T80-5seed,80,80,"G=80, T_MAX=80",20260510,6400,3736262.9517501276,994.520515,16.575341916666666,91.639468,1.5273244666666665,True,220,2026-05-11 21:18:28.652715,2026-05-11 21:20:00.292183,2026-05-11 21:35:03.173230,utf-8-sig
56,Du62-ELP_RL_Standard_standard46_budget_controller_G80_T80_5seed.csv,2026-05-11 22:36:02,2,Du62,ELP_RL_Standard_standard46_budget_controller_G80_T80_5seed,Standard4.6对照,Standard4.6；预算控制器+评价成本惩罚+扩展状态；action4/5 guarded前版本；Du62；G80/T80；5固定seed。,Standard4.6-budget-controller-light-actions-eval-penalty-state732-G80-T80-5seed,80,80,"G=80, T_MAX=80",20260511,6400,3740353.1719536083,782.52322,13.042053666666668,329.063262,5.4843877,True,261,2026-05-11 21:35:03.245186,2026-05-11 21:40:32.308448,2026-05-11 21:48:05.768406,utf-8-sig
98,Du62-ELP_RL_Standard_standard46_budget_controller_G80_T80_5seed.csv,2026-05-11 22:36:02,3,Du62,ELP_RL_Standard_standard46_budget_controller_G80_T80_5seed,Standard4.6对照,Standard4.6；预算控制器+评价成本惩罚+扩展状态；action4/5 guarded前版本；Du62；G80/T80；5固定seed。,Standard4.6-budget-controller-light-actions-eval-penalty-state732-G80-T80-5seed,80,80,"G=80, T_MAX=80",20260512,6400,3789185.818201756,627.954525,10.46590875,70.882223,1.1813703833333333,True,188,2026-05-11 21:48:05.825196,2026-05-11 21:49:16.707419,2026-05-11 21:58:33.779721,utf-8-sig
50,Du62-ELP_RL_Standard_standard46_budget_controller_G80_T80_5seed.csv,2026-05-11 22:36:02,4,Du62,ELP_RL_Standard_standard46_budget_controller_G80_T80_5seed,Standard4.6对照,Standard4.6；预算控制器+评价成本惩罚+扩展状态；action4/5 guarded前版本；Du62；G80/T80；5固定seed。,Standard4.6-budget-controller-light-actions-eval-penalty-state732-G80-T80-5seed,80,80,"G=80, T_MAX=80",20260513,6400,3736338.053475692,1395.048278,23.250804633333335,901.265868,15.0210978,True,255,2026-05-11 21:58:33.854081,2026-05-11 22:13:35.119949,2026-05-11 22:21:48.902359,utf-8-sig
63,Du62-ELP_RL_Standard_standard46_budget_controller_G80_T80_5seed.csv,2026-05-11 22:36:02,5,Du62,ELP_RL_Standard_standard46_budget_controller_G80_T80_5seed,Standard4.6对照,Standard4.6；预算控制器+评价成本惩罚+扩展状态；action4/5 guarded前版本；Du62；G80/T80；5固定seed。,Standard4.6-budget-controller-light-actions-eval-penalty-state732-G80-T80-5seed,80,80,"G=80, T_MAX=80",20260514,6400,3743191.055576238,853.189588,14.219826466666666,3.367219,0.05612031666666666,True,255,2026-05-11 22:21:48.966754,2026-05-11 22:21:52.333973,2026-05-11 22:36:02.156342,utf-8-sig
19,Du62-ELP_RL_Standard_standard46_guarded_action45_G80_T80_5seed.csv,2026-05-12 00:44:34,1,Du62,ELP_RL_Standard_standard46_guarded_action45_G80_T80_5seed,当前改进方案,Standard4.6；action4/5 guarded light；预算控制器+评价成本惩罚；Du62；G80/T80；5固定seed。,Standard4.6-guarded-action45-light-G80-T80-5seed,80,80,"G=80, T_MAX=80",20260510,6400,3700466.183188359,1536.28598,25.604766333333334,6.964418,0.11607363333333334,True,308,2026-05-11 23:02:43.798909,2026-05-11 23:02:50.763327,2026-05-11 23:28:20.084889,utf-8-sig
47,Du62-ELP_RL_Standard_standard46_guarded_action45_G80_T80_5seed.csv,2026-05-12 00:44:34,2,Du62,ELP_RL_Standard_standard46_guarded_action45_G80_T80_5seed,当前改进方案,Standard4.6；action4/5 guarded light；预算控制器+评价成本惩罚；Du62；G80/T80；5固定seed。,Standard4.6-guarded-action45-light-G80-T80-5seed,80,80,"G=80, T_MAX=80",20260511,6400,3735222.9471957665,1746.867935,29.114465583333335,135.230689,2.2538448166666667,True,241,2026-05-11 23:28:20.141913,2026-05-11 23:30:35.372602,2026-05-11 23:57:27.009848,utf-8-sig
45,Du62-ELP_RL_Standard_standard46_guarded_action45_G80_T80_5seed.csv,2026-05-12 00:44:34,3,Du62,ELP_RL_Standard_standard46_guarded_action45_G80_T80_5seed,当前改进方案,Standard4.6；action4/5 guarded light；预算控制器+评价成本惩罚；Du62；G80/T80；5固定seed。,Standard4.6-guarded-action45-light-G80-T80-5seed,80,80,"G=80, T_MAX=80",20260512,6400,3731076.2951690448,957.296327,15.954938783333334,4.199744,0.06999573333333334,True,227,2026-05-11 23:57:27.063842,2026-05-11 23:57:31.263586,2026-05-12 00:13:24.360169,utf-8-sig
43,Du62-ELP_RL_Standard_standard46_guarded_action45_G80_T80_5seed.csv,2026-05-12 00:44:34,4,Du62,ELP_RL_Standard_standard46_guarded_action45_G80_T80_5seed,当前改进方案,Standard4.6；action4/5 guarded light；预算控制器+评价成本惩罚；Du62；G80/T80；5固定seed。,Standard4.6-guarded-action45-light-G80-T80-5seed,80,80,"G=80, T_MAX=80",20260513,6400,3729640.368387061,1033.829183,17.230486383333336,4.902012,0.0817002,True,301,2026-05-12 00:13:24.410833,2026-05-12 00:13:29.312845,2026-05-12 00:30:38.240016,utf-8-sig
26,Du62-ELP_RL_Standard_standard46_guarded_action45_G80_T80_5seed.csv,2026-05-12 00:44:34,5,Du62,ELP_RL_Standard_standard46_guarded_action45_G80_T80_5seed,当前改进方案,Standard4.6；action4/5 guarded light；预算控制器+评价成本惩罚；Du62；G80/T80；5固定seed。,Standard4.6-guarded-action45-light-G80-T80-5seed,80,80,"G=80, T_MAX=80",20260514,6400,3719564.86080034,836.57003,13.942833833333333,209.201053,3.4866842166666667,True,265,2026-05-12 00:30:38.293016,2026-05-12 00:34:07.494069,2026-05-12 00:44:34.863046,utf-8-sig
7,Du62-ELP_RL_Standard_standard46_light.csv,2026-05-10 22:07:28,1,Du62,ELP_RL_Standard_standard46_light,Standard4.6历史,Standard4.6 light/A8阶段记录；去掉two-stage heavy actions后的轻量DQN方案。,"Ablation standard4.5 | group=A11_random_policy_no_dqn | seeds=20260328,20260329,20260330,20260331,20260332 | fixed_steps=144000",,,总迭代=144000，G/T未显式记录,,144000,3673199.2084399876,16539.081342,275.6513557,13634.306852,227.23844753333333,True,320,2026-05-06 15:39:32.648514,2026-05-06 19:26:46.955366,2026-05-06 20:15:11.729856,utf-8-sig
17,Du62-ELP_RL_Standard_standard46_light.csv,2026-05-10 22:07:28,2,Du62,ELP_RL_Standard_standard46_light,Standard4.6历史,Standard4.6 light/A8阶段记录；去掉two-stage heavy actions后的轻量DQN方案。,"Ablation standard4.5 | group=A11_random_policy_no_dqn | seeds=20260328,20260329,20260330,20260331,20260332 | fixed_steps=144000",,,总迭代=144000，G/T未显式记录,,144000,3693659.4576707366,14280.691446,238.0115241,11297.222905,188.28704841666666,True,260,2026-05-06 20:15:12.143071,2026-05-06 23:23:29.365976,2026-05-07 00:13:12.834517,utf-8-sig
18,Du62-ELP_RL_Standard_standard46_light.csv,2026-05-10 22:07:28,3,Du62,ELP_RL_Standard_standard46_light,Standard4.6历史,Standard4.6 light/A8阶段记录；去掉two-stage heavy actions后的轻量DQN方案。,"Ablation standard4.5 | group=A11_random_policy_no_dqn | seeds=20260328,20260329,20260330,20260331,20260332 | fixed_steps=144000",,,总迭代=144000，G/T未显式记录,,144000,3696155.508795835,11708.522391,195.14203985,459.383604,7.6563934,True,307,2026-05-07 00:13:13.130524,2026-05-07 00:20:52.514128,2026-05-07 03:28:21.652915,utf-8-sig
10,Du62-ELP_RL_Standard_standard46_light.csv,2026-05-10 22:07:28,4,Du62,ELP_RL_Standard_standard46_light,Standard4.6历史,Standard4.6 light/A8阶段记录；去掉two-stage heavy actions后的轻量DQN方案。,"Ablation standard4.5 | group=A11_random_policy_no_dqn | seeds=20260328,20260329,20260330,20260331,20260332 | fixed_steps=144000",,,总迭代=144000，G/T未显式记录,,144000,3676663.997991385,10616.425407,176.94042345,5488.952859,91.48254765,True,310,2026-05-07 03:28:21.905136,2026-05-07 04:59:50.857995,2026-05-07 06:25:18.330543,utf-8-sig
5,Du62-ELP_RL_Standard_standard46_light.csv,2026-05-10 22:07:28,5,Du62,ELP_RL_Standard_standard46_light,Standard4.6历史,Standard4.6 light/A8阶段记录；去掉two-stage heavy actions后的轻量DQN方案。,"Ablation standard4.5 | group=A11_random_policy_no_dqn | seeds=20260328,20260329,20260330,20260331,20260332 | fixed_steps=144000",,,总迭代=144000，G/T未显式记录,,144000,3665870.5967447567,11473.646996,191.22744993333333,9496.505093,158.27508488333334,True,321,2026-05-07 06:25:18.590161,2026-05-07 09:03:35.095254,2026-05-07 09:36:32.237157,utf-8-sig
13,Du62-ELP_RL_Standard_standard46_light_random.csv,2026-05-10 22:07:28,1,Du62,ELP_RL_Standard_standard46_light_random,随机策略对照,Standard4.6 light；随机动作选择对照；用于判断DQN选择动作的贡献。,"Ablation standard4.5 | group=A11_random_policy_no_dqn | seeds=20260328,20260329,20260330,20260331,20260332 | fixed_steps=144000",,,总迭代=144000，G/T未显式记录,,144000,3689663.778905347,15389.648551,256.49414251666667,15159.552414,252.6592069,True,282,2026-05-07 10:45:53.231267,2026-05-07 14:58:32.783681,2026-05-07 15:02:22.879818,utf-8-sig
6,Du62-ELP_RL_Standard_standard46_light_random.csv,2026-05-10 22:07:28,2,Du62,ELP_RL_Standard_standard46_light_random,随机策略对照,Standard4.6 light；随机动作选择对照；用于判断DQN选择动作的贡献。,"Ablation standard4.5 | group=A11_random_policy_no_dqn | seeds=20260328,20260329,20260330,20260331,20260332 | fixed_steps=144000",,,总迭代=144000，G/T未显式记录,,144000,3672153.046055778,14676.324309,244.60540515,971.875659,16.19792765,True,244,2026-05-07 15:02:23.482037,2026-05-07 15:18:35.357696,2026-05-07 19:06:59.806346,utf-8-sig
9,Du62-ELP_RL_Standard_standard46_light_random.csv,2026-05-10 22:07:28,3,Du62,ELP_RL_Standard_standard46_light_random,随机策略对照,Standard4.6 light；随机动作选择对照；用于判断DQN选择动作的贡献。,"Ablation standard4.5 | group=A11_random_policy_no_dqn | seeds=20260328,20260329,20260330,20260331,20260332 | fixed_steps=144000",,,总迭代=144000，G/T未显式记录,,144000,3674616.8266131775,14464.887318,241.0814553,6515.860761,108.59767934999999,True,360,2026-05-07 19:07:00.006344,2026-05-07 20:55:35.867105,2026-05-07 23:08:04.893662,utf-8-sig
16,Du62-ELP_RL_Standard_standard46_light_random.csv,2026-05-10 22:07:28,4,Du62,ELP_RL_Standard_standard46_light_random,随机策略对照,Standard4.6 light；随机动作选择对照；用于判断DQN选择动作的贡献。,"Ablation standard4.5 | group=A11_random_policy_no_dqn | seeds=20260328,20260329,20260330,20260331,20260332 | fixed_steps=144000",,,总迭代=144000，G/T未显式记录,,144000,3691625.3228156646,12556.018094,209.26696823333333,710.128297,11.835471616666666,True,271,2026-05-07 23:08:05.514596,2026-05-07 23:19:55.642893,2026-05-08 02:37:21.532690,utf-8-sig
11,Du62-ELP_RL_Standard_standard46_light_random.csv,2026-05-10 22:07:28,5,Du62,ELP_RL_Standard_standard46_light_random,随机策略对照,Standard4.6 light；随机动作选择对照；用于判断DQN选择动作的贡献。,"Ablation standard4.5 | group=A11_random_policy_no_dqn | seeds=20260328,20260329,20260330,20260331,20260332 | fixed_steps=144000",,,总迭代=144000，G/T未显式记录,,144000,3683133.9691409357,16365.739922,272.76233203333334,14018.129249,233.63548748333332,True,353,2026-05-08 02:37:22.196976,2026-05-08 06:31:00.326225,2026-05-08 07:10:07.936898,utf-8-sig
102,Du62-ELP_RL_Standard_standard46_smoke_action45_guarded.csv,2026-05-11 23:01:26,1,Du62,ELP_RL_Standard_standard46_smoke_action45_guarded,冒烟验证,Standard4.6；action4/5 guarded light 冒烟验证；小预算，仅检查机制。,smoke-action45-light-guarded,,,总迭代=2，G/T未显式记录,20260510,2,4090914.8853403684,5.193382,0.08655636666666666,4.949144,0.08248573333333334,True,97,2026-05-11 23:01:21.301838,2026-05-11 23:01:26.250982,2026-05-11 23:01:26.495220,utf-8-sig
103,Du62-ELP_RL_Standard_standard46_smoke_action45_light.csv,2026-05-11 22:54:15,1,Du62,ELP_RL_Standard_standard46_smoke_action45_light,冒烟验证,Standard4.6；action4/5 guarded前 light 冒烟验证；小预算，仅检查机制。,smoke-action45-light-rewrite,,,总迭代=2，G/T未显式记录,20260510,2,4661918.699363673,0.934921,0.015582016666666667,0.0,0.0,True,1,2026-05-11 22:54:14.624987,2026-05-11 22:54:14.624987,2026-05-11 22:54:15.559908,utf-8-sig
